year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
2012,ONGC India,State-owned Entity,Natural Gas,900.87715517,Bcf/yr,65.6652875084086
2013,ONGC India,State-owned Entity,Oil & NGL,213.28834,Million bbl/yr,85.05467565317117
2013,ONGC India,State-owned Entity,Natural Gas,894.87366178,Bcf/yr,65.22769053167674
2014,ONGC India,State-owned Entity,Oil & NGL,190.5067,Million bbl/yr,75.96986116660658
2014,ONGC India,State-owned Entity,Natural Gas,877.5694749500002,Bcf/yr,63.966381598743766
2015,ONGC India,State-owned Entity,Oil & NGL,190.1402,Million bbl/yr,75.8237090674019
2015,ONGC India,State-owned Entity,Natural Gas,818.24083439,Bcf/yr,59.64189382868784
2016,ONGC India,State-owned Entity,Oil & NGL,190.0669,Million bbl/yr,75.79447864756095
2016,ONGC India,State-owned Entity,Natural Gas,795.6394475100002,Bcf/yr,57.9944699162856
2017,ONGC India,State-owned Entity,Oil & NGL,187.2082,Million bbl/yr,74.65449227376422
2017,ONGC India,State-owned Entity,Natural Gas,821.77230109,Bcf/yr,59.89930381500071
2018,ONGC India,State-owned Entity,Oil & NGL,186.43855,Million bbl/yr,74.34757286543433
2018,ONGC India,State-owned Entity,Natural Gas,869.09395487,Bcf/yr,63.34859763159291
2019,ONGC India,State-owned Entity,Oil & NGL,177.61323000000002,Million bbl/yr,70.828230316585
2019,ONGC India,State-owned Entity,Natural Gas,911.47155527,Bcf/yr,66.43751746734713
2020,ONGC India,State-owned Entity,Oil & NGL,171.17749,Million bbl/yr,68.26179945455036
2020,ONGC India,State-owned Entity,Natural Gas,879.193949632,Bcf/yr,64.08479019244767
2021,ONGC India,State-owned Entity,Oil & NGL,165.16689000000002,Million bbl/yr,65.86490502759317
2021,ONGC India,State-owned Entity,Natural Gas,805.739442272,Bcf/yr,58.73066247714036
2022,ONGC India,State-owned Entity,Oil & NGL,159.11231,Million bbl/yr,63.4504723487314
2022,ONGC India,State-owned Entity,Natural Gas,765.62198056,Bcf/yr,55.806485032626355
1998,Orlen,Investor-owned Company,Oil & NGL,1.5,Million bbl/yr,0.5981668453125789
1998,Orlen,Investor-owned Company,Natural Gas,158.9,Bcf/yr,11.582283028496974
1999,Orlen,Investor-owned Company,Oil & NGL,1.6,Million bbl/yr,0.6380446350000842
1999,Orlen,Investor-owned Company,Natural Gas,153.0333333,Bcf/yr,11.15465940261114
2000,Orlen,Investor-owned Company,Oil & NGL,2.5,Million bbl/yr,0.9969447421876316
2000,Orlen,Investor-owned Company,Natural Gas,147.1666667,Bcf/yr,10.727035784014353
2001,Orlen,Investor-owned Company,Oil & NGL,3.4,Million bbl/yr,1.355844849375179
2001,Orlen,Investor-owned Company,Natural Gas,141.3,Bcf/yr,10.299412158128522
2002,Orlen,Investor-owned Company,Oil & NGL,3.4,Million bbl/yr,1.355844849375179
2002,Orlen,Investor-owned Company,Natural Gas,141.3,Bcf/yr,10.299412158128522
2003,Orlen,Investor-owned Company,Oil & NGL,54.03333333,Million bbl/yr,21.54729902648608
2003,Orlen,Investor-owned Company,Natural Gas,145.0333333,Bcf/yr,10.571536279716394
2004,Orlen,Investor-owned Company,Oil & NGL,104.6666667,Million bbl/yr,41.738753219548094
2004,Orlen,Investor-owned Company,Natural Gas,148.7666667,Bcf/yr,10.8436604085933
2005,Orlen,Investor-owned Company,Oil & NGL,155.3,Million bbl/yr,61.93020738469567
2005,Orlen,Investor-owned Company,Natural Gas,152.5,Bcf/yr,11.115784530181177
2006,Orlen,Investor-owned Company,Oil & NGL,136.4,Million bbl/yr,54.39330513375717
2006,Orlen,Investor-owned Company,Natural Gas,151.9,Bcf/yr,11.072050295964065
2007,Orlen,Investor-owned Company,Oil & NGL,133.5,Million bbl/yr,53.23684923281952
2007,Orlen,Investor-owned Company,Natural Gas,151.9,Bcf/yr,11.072050295964065
2008,Orlen,Investor-owned Company,Oil & NGL,131.7,Million bbl/yr,52.519049018444434
2008,Orlen,Investor-owned Company,Natural Gas,148.35,Bcf/yr,10.81328941017952
2009,Orlen,Investor-owned Company,Oil & NGL,129.9,Million bbl/yr,51.801248804069346
2009,Orlen,Investor-owned Company,Natural Gas,144.8,Bcf/yr,10.554528524394977
2010,Orlen,Investor-owned Company,Oil & NGL,3.701889,Million bbl/yr,1.4762315098848915
2010,Orlen,Investor-owned Company,Natural Gas,149.02789474,Bcf/yr,10.86270142240236
2011,Orlen,Investor-owned Company,Oil & NGL,3.458052,Million bbl/yr,1.3789947038445691
2011,Orlen,Investor-owned Company,Natural Gas,152.91250811,Bcf/yr,11.145852407346498
2012,Orlen,Investor-owned Company,Oil & NGL,3.635388,Million bbl/yr,1.4497123809648036
2012,Orlen,Investor-owned Company,Natural Gas,152.45341743900002,Bcf/yr,11.112389109125829
2013,Orlen,Investor-owned Company,Oil & NGL,8.120511,Million bbl/yr,3.2382802981307304
2013,Orlen,Investor-owned Company,Natural Gas,161.811804194,Bcf/yr,11.794525572854884
2014,Orlen,Investor-owned Company,Oil & NGL,9.9799786,Million bbl/yr,3.979794876966032
2014,Orlen,Investor-owned Company,Natural Gas,165.3764769677,Bcf/yr,12.054355962842116
2015,Orlen,Investor-owned Company,Oil & NGL,11.8501976,Million bbl/yr,4.725596876481797
2015,Orlen,Investor-owned Company,Natural Gas,169.9147305971,Bcf/yr,12.385151041450136
2016,Orlen,Investor-owned Company,Oil & NGL,11.7075476,Million bbl/yr,4.66871120949257
2016,Orlen,Investor-owned Company,Natural Gas,175.4073196192,Bcf/yr,12.785507999368184
2017,Orlen,Investor-owned Company,Oil & NGL,11.442933,Million bbl/yr,4.563188755822136
2017,Orlen,Investor-owned Company,Natural Gas,181.456884179,Bcf/yr,13.226463121651175
2018,Orlen,Investor-owned Company,Oil & NGL,12.854555,Million bbl/yr,5.126112408164691
2018,Orlen,Investor-owned Company,Natural Gas,182.462376182,Bcf/yr,13.299753826255564
2019,Orlen,Investor-owned Company,Oil & NGL,12.061244,Million bbl/yr,4.809757516016846
2019,Orlen,Investor-owned Company,Natural Gas,179.928220163,Bcf/yr,13.115038204792834
2020,Orlen,Investor-owned Company,Oil & NGL,12.637336,Million bbl/yr,5.03949027218339
2020,Orlen,Investor-owned Company,Natural Gas,181.91649484,Bcf/yr,13.259964322145937
2021,Orlen,Investor-owned Company,Oil & NGL,13.02078,Million bbl/yr,5.192399264072747
2021,Orlen,Investor-owned Company,Natural Gas,211.21512180000005,Bcf/yr,15.395552678326377
2022,Orlen,Investor-owned Company,Oil & NGL,29.046842,Million bbl/yr,11.583238563621945
2022,Orlen,Investor-owned Company,Natural Gas,554.58008232,Bcf/yr,40.42355868720824
1987,Ovintiv,Investor-owned Company,Oil & NGL,23.6,Million bbl/yr,9.41115836625124
1987,Ovintiv,Investor-owned Company,Natural Gas,210.0,Bcf/yr,15.306981975987188
1988,Ovintiv,Investor-owned Company,Oil & NGL,28.9,Million bbl/yr,11.52468121968902
1988,Ovintiv,Investor-owned Company,Natural Gas,251.2,Bcf/yr,18.310066058895153
1989,Ovintiv,Investor-owned Company,Oil & NGL,31.1,Million bbl/yr,12.401992592814135
1989,Ovintiv,Investor-owned Company,Natural Gas,240.3,Bcf/yr,17.515560803951058
1990,Ovintiv,Investor-owned Company,Oil & NGL,39.0,Million bbl/yr,15.552337978127053
1990,Ovintiv,Investor-owned Company,Natural Gas,233.3,Bcf/yr,17.00532807141815
1991,Ovintiv,Investor-owned Company,Oil & NGL,40.2,Million bbl/yr,16.030871454377117
1991,Ovintiv,Investor-owned Company,Natural Gas,234.6,Bcf/yr,17.100085578888542
1992,Ovintiv,Investor-owned Company,Oil & NGL,46.9,Million bbl/yr,18.702683363439967
1992,Ovintiv,Investor-owned Company,Natural Gas,286.0,Bcf/yr,20.846651643487316
1993,Ovintiv,Investor-owned Company,Oil & NGL,56.6,Million bbl/yr,22.57082896312798
1993,Ovintiv,Investor-owned Company,Natural Gas,326.1,Bcf/yr,23.769556296997248
1994,Ovintiv,Investor-owned Company,Oil & NGL,64.894,Million bbl/yr,25.87829283980966
1994,Ovintiv,Investor-owned Company,Natural Gas,372.767,Bcf/yr,27.17113214401341
1995,Ovintiv,Investor-owned Company,Oil & NGL,72.771,Million bbl/yr,29.019466333494453
1995,Ovintiv,Investor-owned Company,Natural Gas,410.719,Bcf/yr,29.937468239026103
1996,Ovintiv,Investor-owned Company,Oil & NGL,79.758,Million bbl/yr,31.80572749896044
1996,Ovintiv,Investor-owned Company,Natural Gas,491.723,Bcf/yr,35.84188141989689
1997,Ovintiv,Investor-owned Company,Oil & NGL,75.924,Million bbl/yr,30.276813042341487
1997,Ovintiv,Investor-owned Company,Natural Gas,539.5,Bcf/yr,39.32436560021471
1998,Ovintiv,Investor-owned Company,Oil & NGL,82.343,Million bbl/yr,32.83656836238245
1998,Ovintiv,Investor-owned Company,Natural Gas,588.0,Bcf/yr,42.85954953276412
1999,Ovintiv,Investor-owned Company,Oil & NGL,90.454,Million bbl/yr,36.071055883936005
1999,Ovintiv,Investor-owned Company,Natural Gas,689.4,Bcf/yr,50.25063511545508
2000,Ovintiv,Investor-owned Company,Oil & NGL,94.164,Million bbl/yr,37.550521881342455
2000,Ovintiv,Investor-owned Company,Natural Gas,840.5,Bcf/yr,61.26437309912968
2001,Ovintiv,Investor-owned Company,Oil & NGL,101.098,Million bbl/yr,40.31564781827407
2001,Ovintiv,Investor-owned Company,Natural Gas,962.2,Bcf/yr,70.13513360616605
2002,Ovintiv,Investor-owned Company,Oil & NGL,102.575,Million bbl/yr,40.90464277195852
2002,Ovintiv,Investor-owned Company,Natural Gas,1070.7,Bcf/yr,78.04374096042609
2003,Ovintiv,Investor-owned Company,Oil & NGL,88.554,Million bbl/yr,35.31337787987341
2003,Ovintiv,Investor-owned Company,Natural Gas,1110.2,Bcf/yr,80.92291137971893
2004,Ovintiv,Investor-owned Company,Oil & NGL,90.715,Million bbl/yr,36.1751369150204
2004,Ovintiv,Investor-owned Company,Natural Gas,1292.5,Bcf/yr,94.21082954268304
2005,Ovintiv,Investor-owned Company,Oil & NGL,92.246,Million bbl/yr,36.7856658751361
2005,Ovintiv,Investor-owned Company,Natural Gas,1368.9,Bcf/yr,99.77965536632792
2006,Ovintiv,Investor-owned Company,Oil & NGL,69.115,Million bbl/yr,27.56153434251926
2006,Ovintiv,Investor-owned Company,Natural Gas,1427.7,Bcf/yr,104.06561031960432
2007,Ovintiv,Investor-owned Company,Oil & NGL,57.759,Million bbl/yr,23.033012545606162
2007,Ovintiv,Investor-owned Company,Natural Gas,1494.8,Bcf/yr,108.95655551288404
2008,Ovintiv,Investor-owned Company,Oil & NGL,59.275,Million bbl/yr,23.637559837268746
2008,Ovintiv,Investor-owned Company,Natural Gas,1573.8,Bcf/yr,114.7148963514697
2009,Ovintiv,Investor-owned Company,Oil & NGL,24.091905,Million bbl/yr,9.607319207613564
2009,Ovintiv,Investor-owned Company,Natural Gas,1205.0,Bcf/yr,87.83292038602171
2010,Ovintiv,Investor-owned Company,Oil & NGL,24.390255,Million bbl/yr,9.726294593146237
2010,Ovintiv,Investor-owned Company,Natural Gas,1349.06,Bcf/yr,98.33351002154895
2011,Ovintiv,Investor-owned Company,Oil & NGL,28.418,Million bbl/yr,11.332470273395243
2011,Ovintiv,Investor-owned Company,Natural Gas,1416.2,Bcf/yr,103.22737083044312
2012,Ovintiv,Investor-owned Company,Oil & NGL,26.722,Million bbl/yr,10.656142960295153
2012,Ovintiv,Investor-owned Company,Natural Gas,1231.565,Bcf/yr,89.76925360598409
2013,Ovintiv,Investor-owned Company,Oil & NGL,39.7045,Million bbl/yr,15.833277006475527
2013,Ovintiv,Investor-owned Company,Natural Gas,1129.705,Bcf/yr,82.3446384437267
2014,Ovintiv,Investor-owned Company,Oil & NGL,58.935,Million bbl/yr,23.501975352331225
2014,Ovintiv,Investor-owned Company,Natural Gas,975.95,Bcf/yr,71.13737647364141
2015,Ovintiv,Investor-owned Company,Oil & NGL,83.989,Million bbl/yr,33.4929567806388
2015,Ovintiv,Investor-owned Company,Natural Gas,713.075,Bcf/yr,51.97631510727174
2016,Ovintiv,Investor-owned Company,Oil & NGL,81.6285,Million bbl/yr,32.55164155506524
2016,Ovintiv,Investor-owned Company,Natural Gas,634.695,Bcf/yr,46.26316631071042
2017,Ovintiv,Investor-owned Company,Oil & NGL,82.7195,Million bbl/yr,32.98670824055591
2017,Ovintiv,Investor-owned Company,Natural Gas,528.56,Bcf/yr,38.52694472965613
2018,Ovintiv,Investor-owned Company,Oil & NGL,61.35650000000001,Million bbl/yr,24.467616029614167
2018,Ovintiv,Investor-owned Company,Natural Gas,422.67,Bcf/yr,30.8085812942405
2019,Ovintiv,Investor-owned Company,Oil & NGL,110.1935,Million bbl/yr,43.94273217930111
2019,Ovintiv,Investor-owned Company,Natural Gas,575.605,Bcf/yr,41.95607314422907
2020,Ovintiv,Investor-owned Company,Oil & NGL,105.4485,Million bbl/yr,42.05053105862898
2020,Ovintiv,Investor-owned Company,Natural Gas,558.085,Bcf/yr,40.67903350508957
2021,Ovintiv,Investor-owned Company,Oil & NGL,100.1925,Million bbl/yr,39.954554432653694
2021,Ovintiv,Investor-owned Company,Natural Gas,567.9399999999999,Bcf/yr,41.397368302105534
2022,Ovintiv,Investor-owned Company,Oil & NGL,95.3015,Million bbl/yr,38.00413173903783
2022,Ovintiv,Investor-owned Company,Natural Gas,545.31,Bcf/yr,39.74785876821701
1945,Peabody Coal Group,Investor-owned Company,Thermal Coal,0.3789209925508859,Million tonnes/yr,0.8978260861842116
1945,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.0290405425082181,Million tonnes/yr,0.0861521692967434
1946,Peabody Coal Group,Investor-owned Company,Thermal Coal,1.6799711506793835,Million tonnes/yr,3.9805710234285914
1946,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.1287531534338994,Million tonnes/yr,0.3819613035461678
1947,Peabody Coal Group,Investor-owned Company,Thermal Coal,2.981021307900688,Million tonnes/yr,7.06331595852344
1947,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.2284657652667748,Million tonnes/yr,0.6777704404868896
1948,Peabody Coal Group,Investor-owned Company,Thermal Coal,4.282071465121991,Million tonnes/yr,10.146060893618284
1948,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.3281783770996502,Million tonnes/yr,0.9735795774276116
1949,Peabody Coal Group,Investor-owned Company,Thermal Coal,5.583121622343295,Million tonnes/yr,13.228805828713137
1949,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.4278909889325256,Million tonnes/yr,1.269388714368333
1950,Peabody Coal Group,Investor-owned Company,Thermal Coal,6.884171779564599,Million tonnes/yr,16.311550763807983
1950,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.527603600765401,Million tonnes/yr,1.5651978513090552
1951,Peabody Coal Group,Investor-owned Company,Thermal Coal,11.375314444948788,Million tonnes/yr,26.952990855611063
1951,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.8718052147368255,Million tonnes/yr,2.5863122368508145
1952,Peabody Coal Group,Investor-owned Company,Thermal Coal,9.209791619485912,Million tonnes/yr,21.82194000028847
1952,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.7058393333625061,Million tonnes/yr,2.0939550191577445
1953,Peabody Coal Group,Investor-owned Company,Thermal Coal,6.884171779564599,Million tonnes/yr,16.311550763807983
1953,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.527603600765401,Million tonnes/yr,1.5651978513090552
1954,Peabody Coal Group,Investor-owned Company,Thermal Coal,7.886884682798832,Million tonnes/yr,18.6874069955165
1954,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.6044516158411677,Million tonnes/yr,1.7931764850777798
1955,Peabody Coal Group,Investor-owned Company,Thermal Coal,9.690082674654748,Million tonnes/yr,22.959955171706067
1955,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,0.7426488870308635,Million tonnes/yr,2.203154869624604
1956,Peabody Coal Group,Investor-owned Company,Thermal Coal,18.369026294390633,Million tonnes/yr,43.524088950265394
1956,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,1.4078039765309558,Million tonnes/yr,4.176415316222184
1957,Peabody Coal Group,Investor-owned Company,Thermal Coal,19.464426938731396,Million tonnes/yr,46.11956212975692
1957,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,1.4917555904470252,Million tonnes/yr,4.4254676076105195
1958,Peabody Coal Group,Investor-owned Company,Thermal Coal,18.706072643006273,Million tonnes/yr,44.32269607414919
1958,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,1.4336352429793424,Million tonnes/yr,4.253046792358724
1959,Peabody Coal Group,Investor-owned Company,Thermal Coal,21.739489834978706,Million tonnes/yr,51.51016031807537
1959,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,1.6661166328500738,Million tonnes/yr,4.942730053365904
1960,Peabody Coal Group,Investor-owned Company,Thermal Coal,24.15779741963533,Million tonnes/yr,57.240166510937
1960,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,1.8514559642874813,Million tonnes/yr,5.492560878834203
1961,Peabody Coal Group,Investor-owned Company,Thermal Coal,24.899299397476067,Million tonnes/yr,58.99710220927576
1961,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,1.908284748659544,Million tonnes/yr,5.661150120951993
1962,Peabody Coal Group,Investor-owned Company,Thermal Coal,27.637801021935896,Million tonnes/yr,65.48578519024754
1962,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,2.118163781635329,Million tonnes/yr,6.283780844040236
1963,Peabody Coal Group,Investor-owned Company,Thermal Coal,33.03054269050559,Million tonnes/yr,78.26349938734165
1963,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,2.531464032108796,Million tonnes/yr,7.509884424546706
1964,Peabody Coal Group,Investor-owned Company,Thermal Coal,39.18163864572848,Million tonnes/yr,92.83807961854818
1964,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.002884630049945,Million tonnes/yr,8.90840882030497
1965,Peabody Coal Group,Investor-owned Company,Thermal Coal,41.11122902081004,Million tonnes/yr,97.41010547210536
1965,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.1507686253639906,Million tonnes/yr,9.34712400604811
1966,Peabody Coal Group,Investor-owned Company,Thermal Coal,45.54338857904207,Million tonnes/yr,107.9117893263643
1966,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.4904497685007425,Million tonnes/yr,10.354827885620862
1967,Peabody Coal Group,Investor-owned Company,Thermal Coal,47.113462842280846,Million tonnes/yr,111.63196756534886
1967,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.610780414448499,Million tonnes/yr,10.711802834637188
1968,Peabody Coal Group,Investor-owned Company,Thermal Coal,48.683537114591594,Million tonnes/yr,115.35214582582876
1968,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.731111060396256,Million tonnes/yr,11.068777783653514
1969,Peabody Coal Group,Investor-owned Company,Thermal Coal,50.25361137783037,Million tonnes/yr,119.07232406481332
1969,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.851441705436819,Million tonnes/yr,11.425752729978546
1970,Peabody Coal Group,Investor-owned Company,Thermal Coal,57.171487792256535,Million tonnes/yr,135.4637355410097
1970,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.381628433300657,Million tonnes/yr,12.998613730246907
1971,Peabody Coal Group,Investor-owned Company,Thermal Coal,47.169637241276746,Million tonnes/yr,111.7650687705756
1971,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.615085625372032,Million tonnes/yr,10.724574746878062
1972,Peabody Coal Group,Investor-owned Company,Thermal Coal,60.327084282086766,Million tonnes/yr,142.94069485901434
1972,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.6234736569754284,Million tonnes/yr,13.716075900512548
1973,Peabody Coal Group,Investor-owned Company,Thermal Coal,58.90727651620372,Million tonnes/yr,139.57656229672156
1973,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.514659451200673,Million tonnes/yr,13.39326581956642
1974,Peabody Coal Group,Investor-owned Company,Thermal Coal,57.382141761275314,Million tonnes/yr,135.96286499612398
1974,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.397772973810304,Million tonnes/yr,13.046508399804532
1975,Peabody Coal Group,Investor-owned Company,Thermal Coal,61.55309039683543,Million tonnes/yr,145.84562832346174
1975,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.7174348862433515,Million tonnes/yr,13.994822887726349
1976,Peabody Coal Group,Investor-owned Company,Thermal Coal,59.438124525025685,Million tonnes/yr,140.834368539946
1976,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.555343694155894,Million tonnes/yr,13.513960389435288
1977,Peabody Coal Group,Investor-owned Company,Thermal Coal,55.12393119198432,Million tonnes/yr,130.6121971865698
1977,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.224703494502877,Million tonnes/yr,12.533077527183153
1978,Peabody Coal Group,Investor-owned Company,Thermal Coal,44.203629320841834,Million tonnes/yr,104.73732595572524
1978,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.3877704878837833,Million tonnes/yr,10.050217778406893
1979,Peabody Coal Group,Investor-owned Company,Thermal Coal,54.28131530683729,Million tonnes/yr,128.61567934461732
1979,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.1601253297427006,Million tonnes/yr,12.341498840878748
1980,Peabody Coal Group,Investor-owned Company,Thermal Coal,49.78174647706776,Million tonnes/yr,117.95427406128256
1980,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.8152779342234666,Million tonnes/yr,11.318468668769986
1981,Peabody Coal Group,Investor-owned Company,Thermal Coal,43.57166740471359,Million tonnes/yr,103.23993756888704
1981,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.33933686454045,Million tonnes/yr,9.906533764351416
1982,Peabody Coal Group,Investor-owned Company,Thermal Coal,48.602084243305086,Million tonnes/yr,115.15914909544624
1982,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.724868503922099,Million tonnes/yr,11.050258509020342
1983,Peabody Coal Group,Investor-owned Company,Thermal Coal,45.020966733698245,Million tonnes/yr,106.67394827252195
1983,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,3.450411307093333,Million tonnes/yr,10.236049102318994
1984,Peabody Coal Group,Investor-owned Company,Thermal Coal,54.26446298895292,Million tonnes/yr,128.57574898734836
1984,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.1588337666470805,Million tonnes/yr,12.337667267744743
1985,Peabody Coal Group,Investor-owned Company,Thermal Coal,52.2421848609713,Million tonnes/yr,123.78410615806422
1985,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.003846173399927,Million tonnes/yr,11.877878427073291
1986,Peabody Coal Group,Investor-owned Company,Thermal Coal,56.20247952751264,Million tonnes/yr,133.1677400302877
1986,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,4.3073635444161305,Million tonnes/yr,12.778298242746182
1987,Peabody Coal Group,Investor-owned Company,Thermal Coal,70.22149625370957,Million tonnes/yr,166.38479362950756
1987,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,5.38178236166362,Million tonnes/yr,15.96568745260403
1988,Peabody Coal Group,Investor-owned Company,Thermal Coal,72.20302883963411,Million tonnes/yr,171.07989282232464
1988,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,5.5336472133696955,Million tonnes/yr,16.41621231489626
1989,Peabody Coal Group,Investor-owned Company,Thermal Coal,77.06925663437323,Million tonnes/yr,182.61007019787536
1989,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,5.906595389081788,Million tonnes/yr,17.52260674136978
1990,Peabody Coal Group,Investor-owned Company,Thermal Coal,83.1151466619678,Million tonnes/yr,196.93537253711284
1990,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,6.369952993280861,Million tonnes/yr,18.897211322210357
1991,Peabody Coal Group,Investor-owned Company,Thermal Coal,92.9191035414912,Million tonnes/yr,220.1651444613464
1991,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,7.12132921134869,Million tonnes/yr,21.126256841115787
1992,Peabody Coal Group,Investor-owned Company,Thermal Coal,102.72306039470595,Million tonnes/yr,243.39491632324345
1992,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,7.872705427602131,Million tonnes/yr,23.355302354638628
1993,Peabody Coal Group,Investor-owned Company,Thermal Coal,112.52701725608546,Million tonnes/yr,266.62468820448635
1993,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,8.62408164385557,Million tonnes/yr,25.58434786816147
1994,Peabody Coal Group,Investor-owned Company,Thermal Coal,122.33097420909156,Million tonnes/yr,289.85446030283185
1994,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,9.375457861016205,Million tonnes/yr,27.813393384375605
1995,Peabody Coal Group,Investor-owned Company,Thermal Coal,130.84139463183976,Million tonnes/yr,310.0192904657109
1995,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,10.027697315024119,Million tonnes/yr,29.748338086176677
1996,Peabody Coal Group,Investor-owned Company,Thermal Coal,135.47578197746853,Million tonnes/yr,321.00013854271145
1996,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,10.382877220751483,Million tonnes/yr,30.802020859505244
1997,Peabody Coal Group,Investor-owned Company,Thermal Coal,144.0704639787523,Million tonnes/yr,341.36462046614093
1997,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.04157449658786,Million tonnes/yr,32.7561234458154
1998,Peabody Coal Group,Investor-owned Company,Thermal Coal,150.09235881809897,Million tonnes/yr,355.633067929625
1998,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.503093103235967,Million tonnes/yr,34.12527242511883
1999,Peabody Coal Group,Investor-owned Company,Thermal Coal,156.1142537481651,Million tonnes/yr,369.90151560806225
1999,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.964611718956013,Million tonnes/yr,35.49442143133523
2000,Peabody Coal Group,Investor-owned Company,Thermal Coal,148.63744210727518,Million tonnes/yr,352.18574724303744
2000,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,11.391588145396772,Million tonnes/yr,33.79447991315147
2001,Peabody Coal Group,Investor-owned Company,Thermal Coal,163.46748166409003,Million tonnes/yr,387.3244612098126
2001,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,12.528163832838016,Million tonnes/yr,37.166264755507314
2002,Peabody Coal Group,Investor-owned Company,Thermal Coal,166.8379452409659,Million tonnes/yr,395.3105326636039
2002,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,12.786476488249937,Million tonnes/yr,37.932579489959735
2003,Peabody Coal Group,Investor-owned Company,Thermal Coal,171.21954780018507,Million tonnes/yr,405.69242533857937
2003,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,13.122282938471052,Million tonnes/yr,38.928788639365294
2004,Peabody Coal Group,Investor-owned Company,Thermal Coal,191.27380590115752,Million tonnes/yr,453.20955005873105
2004,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,14.659243249058328,Million tonnes/yr,43.48836134165276
2005,Peabody Coal Group,Investor-owned Company,Thermal Coal,202.2278123445652,Million tonnes/yr,479.1642818536464
2005,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,15.49875937914708,Million tonnes/yr,45.97888422862314
2006,Peabody Coal Group,Investor-owned Company,Thermal Coal,208.96873949831684,Million tonnes/yr,495.1364247612288
2006,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,16.015384689970926,Million tonnes/yr,47.51151369752797
2007,Peabody Coal Group,Investor-owned Company,Thermal Coal,198.94161040247093,Million tonnes/yr,471.3778622936764
2007,Peabody Coal Group,Investor-owned Company,Metallurgical Coal,15.24690453921326,Million tonnes/yr,45.231727359840725
