year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,emission_rate_per_unit,production_toe_MTOE,emission_rate_per_toe,Country,Kyoto_start,Kyoto_end,Paris_start,Cluster
2003,ConocoPhillips,Investor-owned Company,Oil & NGL,400.295,Million bbl/yr,159.6287982,0.398777897,54.44012,2.932190418,United States,,,2021.0,2
2003,ConocoPhillips,Investor-owned Company,Natural Gas,1910.15,Bcf/yr,139.2315791,0.07289039,45.46157,3.062621444,United States,,,2021.0,2
2004,ConocoPhillips,Investor-owned Company,Oil & NGL,429.955,Million bbl/yr,171.4565507,0.398777897,58.47388,2.932190418,United States,,,2021.0,2
2004,ConocoPhillips,Investor-owned Company,Natural Gas,1916.45,Bcf/yr,139.6907886,0.07289039,45.61151,3.062621444,United States,,,2021.0,2
2005,ConocoPhillips,Investor-owned Company,Oil & NGL,508.345,Million bbl/yr,202.71675,0.398777897,69.13492,2.932190418,United States,,,2021.0,2
2005,ConocoPhillips,Investor-owned Company,Natural Gas,1885.995,Bcf/yr,137.4709118,0.07289039,44.886681,3.062621444,United States,,,2021.0,2
2006,ConocoPhillips,Investor-owned Company,Oil & NGL,538.115,Million bbl/yr,214.588368,0.398777897,73.18364,2.932190418,United States,,,2021.0,2
2006,ConocoPhillips,Investor-owned Company,Natural Gas,1819.272,Bcf/yr,132.6074463,0.07289039,43.2986736,3.062621444,United States,,,2021.0,2
2007,ConocoPhillips,Investor-owned Company,Oil & NGL,526.059,Million bbl/yr,209.7807017,0.398777897,71.544024,2.932190418,United States,,,2021.0,2
2007,ConocoPhillips,Investor-owned Company,Natural Gas,1962.259,Bcf/yr,143.0298245,0.07289039,46.7017642,3.062621444,United States,,,2021.0,2
2008,ConocoPhillips,Investor-owned Company,Oil & NGL,503.541,Million bbl/yr,200.801021,0.398777897,68.481576,2.932190418,United States,,,2021.0,2
2008,ConocoPhillips,Investor-owned Company,Natural Gas,1914.063,Bcf/yr,139.5167992,0.07289039,45.5546994,3.062621444,United States,,,2021.0,2
2009,ConocoPhillips,Investor-owned Company,Oil & NGL,528.556,Million bbl/yr,210.7764501,0.398777897,71.883616,2.932190418,United States,,,2021.0,2
2009,ConocoPhillips,Investor-owned Company,Natural Gas,1903.873,Bcf/yr,138.7740462,0.07289039,45.3121774,3.062621444,United States,,,2021.0,2
2010,ConocoPhillips,Investor-owned Company,Oil & NGL,472.898,Million bbl/yr,188.5812699,0.398777897,64.314128,2.932190418,United States,,,2021.0,2
2010,ConocoPhillips,Investor-owned Company,Natural Gas,1803.767,Bcf/yr,131.4772808,0.07289039,42.9296546,3.062621444,United States,,,2021.0,2
2011,ConocoPhillips,Investor-owned Company,Oil & NGL,330.665,Million bbl/yr,131.8618933,0.398777897,44.97044,2.932190418,United States,,,2021.0,2
2011,ConocoPhillips,Investor-owned Company,Natural Gas,1702.017,Bcf/yr,124.0606835,0.07289039,40.5080046,3.062621444,United States,,,2021.0,2
2012,ConocoPhillips,Investor-owned Company,Oil & NGL,334.774,Million bbl/yr,133.5004716,0.398777897,45.529264,2.932190418,United States,,,2021.0,2
2012,ConocoPhillips,Investor-owned Company,Natural Gas,1616.038,Bcf/yr,117.7936407,0.07289039,38.4617044,3.062621444,United States,,,2021.0,2
2013,ConocoPhillips,Investor-owned Company,Oil & NGL,339.862,Million bbl/yr,135.5294536,0.398777897,46.221232,2.932190418,United States,,,2021.0,2
2013,ConocoPhillips,Investor-owned Company,Natural Gas,1562.161,Bcf/yr,113.8665251,0.07289039,37.1794318,3.062621444,United States,,,2021.0,2
2014,ConocoPhillips,Investor-owned Company,Oil & NGL,354.632,Million bbl/yr,141.4194031,0.398777897,48.229952,2.932190418,United States,,,2021.0,2
2014,ConocoPhillips,Investor-owned Company,Natural Gas,1561.674,Bcf/yr,113.8310275,0.07289039,37.1678412,3.062621444,United States,,,2021.0,2
2015,ConocoPhillips,Investor-owned Company,Oil & NGL,374.187,Million bbl/yr,149.2175049,0.398777897,50.889432,2.932190418,United States,,,2021.0,2
2015,ConocoPhillips,Investor-owned Company,Natural Gas,1593.878,Bcf/yr,116.1783896,0.07289039,37.9342964,3.062621444,United States,,,2021.0,2
2016,ConocoPhillips,Investor-owned Company,Oil & NGL,381.305,Million bbl/yr,152.056006,0.398777897,51.85748,2.932190418,United States,,,2021.0,2
2016,ConocoPhillips,Investor-owned Company,Natural Gas,1542.474,Bcf/yr,112.431532,0.07289039,36.7108812,3.062621444,United States,,,2021.0,2
2017,ConocoPhillips,Investor-owned Company,Oil & NGL,364.799,Million bbl/yr,145.473778,0.398777897,49.612664,2.932190418,United States,,,2021.0,2
2017,ConocoPhillips,Investor-owned Company,Natural Gas,1369.765,Bcf/yr,99.84270555,0.07289039,32.600407,3.062621444,United States,,,2021.0,2
2018,ConocoPhillips,Investor-owned Company,Oil & NGL,360.916,Million bbl/yr,143.9253234,0.398777897,49.084576,2.932190418,United States,,,2021.0,2
2018,ConocoPhillips,Investor-owned Company,Natural Gas,1220.836,Bcf/yr,88.98721261,0.07289039,29.0558968,3.062621444,United States,,,2021.0,2
2019,ConocoPhillips,Investor-owned Company,Oil & NGL,397.569,Million bbl/yr,158.5417297,0.398777897,54.069384,2.932190418,United States,,,2021.0,2
2019,ConocoPhillips,Investor-owned Company,Natural Gas,1290.69,Bcf/yr,94.07889794,0.07289039,30.718422,3.062621444,United States,,,2021.0,2
2020,ConocoPhillips,Investor-owned Company,Oil & NGL,339.9426,Million bbl/yr,135.5615951,0.398777897,46.2321936,2.932190418,United States,,,2021.0,2
2020,ConocoPhillips,Investor-owned Company,Natural Gas,1133.6953,Bcf/yr,82.63549297,0.07289039,26.98194814,3.062621444,United States,,,2021.0,2
2021,ConocoPhillips,Investor-owned Company,Oil & NGL,379.6,Million bbl/yr,151.3760897,0.398777897,51.6256,2.932190418,United States,,,2021.0,2
2021,ConocoPhillips,Investor-owned Company,Natural Gas,1154.13,Bcf/yr,84.12498623,0.07289039,27.468294,3.062621444,United States,,,2021.0,2
2022,ConocoPhillips,Investor-owned Company,Oil & NGL,443.84,Million bbl/yr,176.9935817,0.398777897,60.36224,2.932190418,United States,,,2021.0,2
2022,ConocoPhillips,Investor-owned Company,Natural Gas,1142.45,Bcf/yr,83.27362647,0.07289039,27.19031,3.062621444,United States,,,2021.0,2
1960,CONSOL Energy,Investor-owned Company,Bituminous Coal,32.75491945,Million tonnes/yr,88.90140518,2.714139026,22.92844361,3.877341466,United States,,,2021.0,2
1960,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.200902886,Million tonnes/yr,18.39570439,2.966617076,4.650677165,3.955489434,United States,,,2021.0,2
1961,CONSOL Energy,Investor-owned Company,Bituminous Coal,34.37022053,Million tonnes/yr,93.28555688,2.714139026,24.05915437,3.877341466,United States,,,2021.0,2
1961,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.50669894,Million tonnes/yr,19.30288418,2.966617076,4.880024205,3.955489434,United States,,,2021.0,2
1962,CONSOL Energy,Investor-owned Company,Bituminous Coal,35.98552161,Million tonnes/yr,97.66970858,2.714139026,25.18986513,3.877341466,United States,,,2021.0,2
1962,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.812494994,Million tonnes/yr,20.21006398,2.966617076,5.109371245,3.955489434,United States,,,2021.0,2
1963,CONSOL Energy,Investor-owned Company,Bituminous Coal,37.60082269,Million tonnes/yr,102.0538603,2.714139026,26.32057588,3.877341466,United States,,,2021.0,2
1963,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.118291048,Million tonnes/yr,21.11724378,2.966617076,5.338718286,3.955489434,United States,,,2021.0,2
1964,CONSOL Energy,Investor-owned Company,Bituminous Coal,39.21612376,Million tonnes/yr,106.438012,2.714139026,27.45128663,3.877341466,United States,,,2021.0,2
1964,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.424087102,Million tonnes/yr,22.02442357,2.966617076,5.568065327,3.955489434,United States,,,2021.0,2
1965,CONSOL Energy,Investor-owned Company,Bituminous Coal,40.83142484,Million tonnes/yr,110.8221637,2.714139026,28.58199739,3.877341466,United States,,,2021.0,2
1965,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.729883156,Million tonnes/yr,22.93160336,2.966617076,5.797412367,3.955489434,United States,,,2021.0,2
1966,CONSOL Energy,Investor-owned Company,Bituminous Coal,42.44672592,Million tonnes/yr,115.2063154,2.714139026,29.71270814,3.877341466,United States,,,2021.0,2
1966,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.035679211,Million tonnes/yr,23.83878316,2.966617076,6.026759408,3.955489434,United States,,,2021.0,2
1967,CONSOL Energy,Investor-owned Company,Bituminous Coal,44.062027,Million tonnes/yr,119.5904671,2.714139026,30.8434189,3.877341466,United States,,,2021.0,2
1967,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.341475264,Million tonnes/yr,24.74596296,2.966617076,6.256106448,3.955489434,United States,,,2021.0,2
1968,CONSOL Energy,Investor-owned Company,Bituminous Coal,45.67732808,Million tonnes/yr,123.9746188,2.714139026,31.97412965,3.877341466,United States,,,2021.0,2
1968,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.647271318,Million tonnes/yr,25.65314275,2.966617076,6.485453489,3.955489434,United States,,,2021.0,2
1969,CONSOL Energy,Investor-owned Company,Bituminous Coal,46.45384266,Million tonnes/yr,126.0821873,2.714139026,32.51768986,3.877341466,United States,,,2021.0,2
1969,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.794274931,Million tonnes/yr,26.08924618,2.966617076,6.595706198,3.955489434,United States,,,2021.0,2
1970,CONSOL Energy,Investor-owned Company,Bituminous Coal,48.8642555,Million tonnes/yr,132.6243829,2.714139026,34.20497885,3.877341466,United States,,,2021.0,2
1970,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.250595275,Million tonnes/yr,27.44297391,2.966617076,6.937946457,3.955489434,United States,,,2021.0,2
1971,CONSOL Energy,Investor-owned Company,Bituminous Coal,41.77794683,Million tonnes/yr,113.3911559,2.714139026,29.24456278,3.877341466,United States,,,2021.0,2
1971,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.909071231,Million tonnes/yr,23.46318577,2.966617076,5.931803423,3.955489434,United States,,,2021.0,2
1972,CONSOL Energy,Investor-owned Company,Bituminous Coal,49.53550972,Million tonnes/yr,134.4462601,2.714139026,34.6748568,3.877341466,United States,,,2021.0,2
1972,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.377671825,Million tonnes/yr,27.81996137,2.966617076,7.033253868,3.955489434,United States,,,2021.0,2
1973,CONSOL Energy,Investor-owned Company,Bituminous Coal,46.12584344,Million tonnes/yr,125.1919518,2.714139026,32.28809041,3.877341466,United States,,,2021.0,2
1973,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.732180708,Million tonnes/yr,25.9050364,2.966617076,6.549135531,3.955489434,United States,,,2021.0,2
1974,CONSOL Energy,Investor-owned Company,Bituminous Coal,39.47432442,Million tonnes/yr,107.1388044,2.714139026,27.63202709,3.877341466,United States,,,2021.0,2
1974,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.472967614,Million tonnes/yr,22.16943333,2.966617076,5.60472571,3.955489434,United States,,,2021.0,2
1975,CONSOL Energy,Investor-owned Company,Bituminous Coal,41.88473728,Million tonnes/yr,113.681,2.714139026,29.31931609,3.877341466,United States,,,2021.0,2
1975,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.929287955,Million tonnes/yr,23.52316105,2.966617076,5.946965966,3.955489434,United States,,,2021.0,2
1976,CONSOL Energy,Investor-owned Company,Bituminous Coal,42.62464248,Million tonnes/yr,115.6892056,2.714139026,29.83724974,3.877341466,United States,,,2021.0,2
1976,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.069360972,Million tonnes/yr,23.93870405,2.966617076,6.052020729,3.955489434,United States,,,2021.0,2
1977,CONSOL Energy,Investor-owned Company,Bituminous Coal,36.60623825,Million tonnes/yr,99.35441983,2.714139026,25.62436677,3.877341466,United States,,,2021.0,2
1977,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.93000417,Million tonnes/yr,20.55866871,2.966617076,5.197503128,3.955489434,United States,,,2021.0,2
1978,CONSOL Energy,Investor-owned Company,Bituminous Coal,31.89983087,Million tonnes/yr,86.58057589,2.714139026,22.32988161,3.877341466,United States,,,2021.0,2
1978,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.039024263,Million tonnes/yr,17.9154725,2.966617076,4.529268197,3.955489434,United States,,,2021.0,2
1979,CONSOL Energy,Investor-owned Company,Bituminous Coal,38.23097855,Million tonnes/yr,103.7641909,2.714139026,26.76168499,3.877341466,United States,,,2021.0,2
1979,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.237587185,Million tonnes/yr,21.47114973,2.966617076,5.428190389,3.955489434,United States,,,2021.0,2
1980,CONSOL Energy,Investor-owned Company,Bituminous Coal,37.33851557,Million tonnes/yr,101.3419223,2.714139026,26.1369609,3.877341466,United States,,,2021.0,2
1980,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.068633134,Million tonnes/yr,20.96992776,2.966617076,5.301474851,3.955489434,United States,,,2021.0,2
1981,CONSOL Energy,Investor-owned Company,Bituminous Coal,32.10578386,Million tonnes/yr,87.13956094,2.714139026,22.4740487,3.877341466,United States,,,2021.0,2
1981,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.078013659,Million tonnes/yr,18.03113911,2.966617076,4.558510244,3.955489434,United States,,,2021.0,2
1982,CONSOL Energy,Investor-owned Company,Bituminous Coal,35.8205657,Million tonnes/yr,97.2219953,2.714139026,25.07439599,3.877341466,United States,,,2021.0,2
1982,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.781266843,Million tonnes/yr,20.11742201,2.966617076,5.085950133,3.955489434,United States,,,2021.0,2
1983,CONSOL Energy,Investor-owned Company,Bituminous Coal,32.18969064,Million tonnes/yr,87.3672956,2.714139026,22.53278344,3.877341466,United States,,,2021.0,2
1983,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.093898228,Million tonnes/yr,18.07826254,2.966617076,4.570423671,3.955489434,United States,,,2021.0,2
1984,CONSOL Energy,Investor-owned Company,Bituminous Coal,35.6077476,Million tonnes/yr,96.6443774,2.714139026,24.92542332,3.877341466,United States,,,2021.0,2
1984,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.740977801,Million tonnes/yr,19.99789985,2.966617076,5.05573335,3.955489434,United States,,,2021.0,2
1985,CONSOL Energy,Investor-owned Company,Bituminous Coal,32.57108507,Million tonnes/yr,88.40245313,2.714139026,22.79975955,3.877341466,United States,,,2021.0,2
1985,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.166100813,Million tonnes/yr,18.29245996,2.966617076,4.62457561,3.955489434,United States,,,2021.0,2
1986,CONSOL Energy,Investor-owned Company,Bituminous Coal,31.6709942,Million tonnes/yr,85.95948136,2.714139026,22.16969594,3.877341466,United States,,,2021.0,2
1986,CONSOL Energy,Investor-owned Company,Metallurgical Coal,5.995702712,Million tonnes/yr,17.78695405,2.966617076,4.496777034,3.955489434,United States,,,2021.0,2
1987,CONSOL Energy,Investor-owned Company,Bituminous Coal,40.04641608,Million tonnes/yr,108.6915408,2.714139026,28.03249126,3.877341466,United States,,,2021.0,2
1987,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.581271492,Million tonnes/yr,22.49072947,2.966617076,5.685953619,3.955489434,United States,,,2021.0,2
1988,CONSOL Energy,Investor-owned Company,Bituminous Coal,41.87710939,Million tonnes/yr,113.6602969,2.714139026,29.31397657,3.877341466,United States,,,2021.0,2
1988,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.927843904,Million tonnes/yr,23.5188771,2.966617076,5.945882928,3.955489434,United States,,,2021.0,2
1989,CONSOL Energy,Investor-owned Company,Bituminous Coal,40.80920496,Million tonnes/yr,110.7618558,2.714139026,28.56644347,3.877341466,United States,,,2021.0,2
1989,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.725676663,Million tonnes/yr,22.91912431,2.966617076,5.794257497,3.955489434,United States,,,2021.0,2
1990,CONSOL Energy,Investor-owned Company,Bituminous Coal,41.64827272,Million tonnes/yr,113.0392024,2.714139026,29.1537909,3.877341466,United States,,,2021.0,2
1990,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.884522352,Million tonnes/yr,23.39035864,2.966617076,5.913391764,3.955489434,United States,,,2021.0,2
1991,CONSOL Energy,Investor-owned Company,Bituminous Coal,42.10594605,Million tonnes/yr,114.2813914,2.714139026,29.47416223,3.877341466,United States,,,2021.0,2
1991,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.971165455,Million tonnes/yr,23.64739555,2.966617076,5.978374091,3.955489434,United States,,,2021.0,2
1992,CONSOL Energy,Investor-owned Company,Bituminous Coal,42.94501382,Million tonnes/yr,116.558738,2.714139026,30.06150967,3.877341466,United States,,,2021.0,2
1992,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.130011143,Million tonnes/yr,24.11862988,2.966617076,6.097508357,3.955489434,United States,,,2021.0,2
1993,CONSOL Energy,Investor-owned Company,Bituminous Coal,34.78317283,Million tonnes/yr,94.40636683,2.714139026,24.34822098,3.877341466,United States,,,2021.0,2
1993,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.58487581,Million tonnes/yr,19.53480502,2.966617076,4.938656858,3.955489434,United States,,,2021.0,2
1994,CONSOL Energy,Investor-owned Company,Bituminous Coal,53.80712744,Million tonnes/yr,146.0400245,2.714139026,37.66498921,3.877341466,United States,,,2021.0,2
1994,CONSOL Energy,Investor-owned Company,Metallurgical Coal,10.18634078,Million tonnes/yr,30.2189725,2.966617076,7.639755585,3.955489434,United States,,,2021.0,2
1995,CONSOL Energy,Investor-owned Company,Bituminous Coal,52.73922301,Million tonnes/yr,143.1415834,2.714139026,36.91745611,3.877341466,United States,,,2021.0,2
1995,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.984173539,Million tonnes/yr,29.61921971,2.966617076,7.488130154,3.955489434,United States,,,2021.0,2
1996,CONSOL Energy,Investor-owned Company,Bituminous Coal,53.44861666,Million tonnes/yr,145.0669764,2.714139026,37.41403166,3.877341466,United States,,,2021.0,2
1996,CONSOL Energy,Investor-owned Company,Metallurgical Coal,10.11847036,Million tonnes/yr,30.01762694,2.966617076,7.588852766,3.955489434,United States,,,2021.0,2
1997,CONSOL Energy,Investor-owned Company,Bituminous Coal,55.54628608,Million tonnes/yr,150.7603428,2.714139026,38.88240025,3.877341466,United States,,,2021.0,2
1997,CONSOL Energy,Investor-owned Company,Metallurgical Coal,10.51558457,Million tonnes/yr,31.19571275,2.966617076,7.886688428,3.955489434,United States,,,2021.0,2
1998,CONSOL Energy,Investor-owned Company,Bituminous Coal,55.82851796,Million tonnes/yr,151.5263594,2.714139026,39.07996257,3.877341466,United States,,,2021.0,2
1998,CONSOL Energy,Investor-owned Company,Metallurgical Coal,10.56901449,Million tonnes/yr,31.35421886,2.966617076,7.926760868,3.955489434,United States,,,2021.0,2
1999,CONSOL Energy,Investor-owned Company,Bituminous Coal,53.30368678,Million tonnes/yr,144.6736165,2.714139026,37.31258074,3.877341466,United States,,,2021.0,2
1999,CONSOL Energy,Investor-owned Company,Metallurgical Coal,10.09103337,Million tonnes/yr,29.9362319,2.966617076,7.568275027,3.955489434,United States,,,2021.0,2
2000,CONSOL Energy,Investor-owned Company,Natural Gas,24.9,Bcf/yr,1.81497072,0.07289039,0.59262,3.062621444,United States,,,2021.0,2
2000,CONSOL Energy,Investor-owned Company,Bituminous Coal,52.93754811,Million tonnes/yr,143.6798653,2.714139026,37.05628368,3.877341466,United States,,,2021.0,2
2000,CONSOL Energy,Investor-owned Company,Metallurgical Coal,10.02171889,Million tonnes/yr,29.73060239,2.966617076,7.516289167,3.955489434,United States,,,2021.0,2
2001,CONSOL Energy,Investor-owned Company,Natural Gas,33.92,Bcf/yr,2.472442041,0.07289039,0.807296,3.062621444,United States,,,2021.0,2
2001,CONSOL Energy,Investor-owned Company,Bituminous Coal,56.22135423,Million tonnes/yr,152.5925716,2.714139026,39.35494796,3.877341466,United States,,,2021.0,2
2001,CONSOL Energy,Investor-owned Company,Metallurgical Coal,10.64338315,Million tonnes/yr,31.57484219,2.966617076,7.98253736,3.955489434,United States,,,2021.0,2
2002,CONSOL Energy,Investor-owned Company,Natural Gas,41.3,Bcf/yr,3.010373122,0.07289039,0.98294,3.062621444,United States,,,2021.0,2
2002,CONSOL Energy,Investor-owned Company,Bituminous Coal,50.51950737,Million tonnes/yr,137.1169665,2.714139026,35.36365516,3.877341466,United States,,,2021.0,2
2002,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.563954497,Million tonnes/yr,28.37259072,2.966617076,7.172965873,3.955489434,United States,,,2021.0,2
2003,CONSOL Energy,Investor-owned Company,Natural Gas,44.46,Bcf/yr,3.240706755,0.07289039,1.058148,3.062621444,United States,,,2021.0,2
2003,CONSOL Energy,Investor-owned Company,Bituminous Coal,46.06329475,Million tonnes/yr,125.022186,2.714139026,32.24430632,3.877341466,United States,,,2021.0,2
2003,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.720339483,Million tonnes/yr,25.86990802,2.966617076,6.540254612,3.955489434,United States,,,2021.0,2
2004,CONSOL Energy,Investor-owned Company,Natural Gas,54.6,Bcf/yr,3.979815314,0.07289039,1.29948,3.062621444,United States,,,2021.0,2
2004,CONSOL Energy,Investor-owned Company,Bituminous Coal,51.67513252,Million tonnes/yr,140.2534939,2.714139026,36.17259277,3.877341466,United States,,,2021.0,2
2004,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.782728325,Million tonnes/yr,29.0216089,2.966617076,7.337046244,3.955489434,United States,,,2021.0,2
2005,CONSOL Energy,Investor-owned Company,Natural Gas,54.4,Bcf/yr,3.965237236,0.07289039,1.29472,3.062621444,United States,,,2021.0,2
2005,CONSOL Energy,Investor-owned Company,Bituminous Coal,52.72854396,Million tonnes/yr,143.112599,2.714139026,36.90998078,3.877341466,United States,,,2021.0,2
2005,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.982151866,Million tonnes/yr,29.61322218,2.966617076,7.4866139,3.955489434,United States,,,2021.0,2
2006,CONSOL Energy,Investor-owned Company,Natural Gas,56.1,Bcf/yr,4.089150899,0.07289039,1.33518,3.062621444,United States,,,2021.0,2
2006,CONSOL Energy,Investor-owned Company,Bituminous Coal,51.4363796,Million tonnes/yr,139.6054852,2.714139026,36.00546572,3.877341466,United States,,,2021.0,2
2006,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.737529513,Million tonnes/yr,28.88752133,2.966617076,7.303147135,3.955489434,United States,,,2021.0,2
2007,CONSOL Energy,Investor-owned Company,Natural Gas,58.3,Bcf/yr,4.249509758,0.07289039,1.38754,3.062621444,United States,,,2021.0,2
2007,CONSOL Energy,Investor-owned Company,Bituminous Coal,49.28912891,Million tonnes/yr,133.7775484,2.714139026,34.50239024,3.877341466,United States,,,2021.0,2
2007,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.331028951,Million tonnes/yr,27.68158982,2.966617076,6.998271713,3.955489434,United States,,,2021.0,2
2008,CONSOL Energy,Investor-owned Company,Natural Gas,89.79,Bcf/yr,6.544828151,0.07289039,2.137002,3.062621444,United States,,,2021.0,2
2008,CONSOL Energy,Investor-owned Company,Bituminous Coal,49.64840247,Million tonnes/yr,134.7526667,2.714139026,34.75388173,3.877341466,United States,,,2021.0,2
2008,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.399043792,Million tonnes/yr,27.88336381,2.966617076,7.049282844,3.955489434,United States,,,2021.0,2
2009,CONSOL Energy,Investor-owned Company,Natural Gas,94.415,Bcf/yr,6.881946206,0.07289039,2.247077,3.062621444,United States,,,2021.0,2
2009,CONSOL Energy,Investor-owned Company,Bituminous Coal,43.78408158,Million tonnes/yr,118.8360846,2.714139026,30.64885711,3.877341466,United States,,,2021.0,2
2009,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.288856831,Million tonnes/yr,24.58986421,2.966617076,6.216642623,3.955489434,United States,,,2021.0,2
2010,CONSOL Energy,Investor-owned Company,Natural Gas,127.875,Bcf/yr,9.320858668,0.07289039,3.043425,3.062621444,United States,,,2021.0,2
2010,CONSOL Energy,Investor-owned Company,Bituminous Coal,47.90314152,Million tonnes/yr,130.0157859,2.714139026,33.53219907,3.877341466,United States,,,2021.0,2
2010,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.068644757,Million tonnes/yr,26.90319639,2.966617076,6.801483567,3.955489434,United States,,,2021.0,2
2011,CONSOL Energy,Investor-owned Company,Oil & NGL,3.378,Million bbl/yr,1.347071736,0.398777897,0.459408,2.932190418,United States,,,2021.0,2
2011,CONSOL Energy,Investor-owned Company,Natural Gas,153.504,Bcf/yr,11.18896648,0.07289039,3.6533952,3.062621444,United States,,,2021.0,2
2011,CONSOL Energy,Investor-owned Company,Bituminous Coal,24.48552298,Million tonnes/yr,66.45711349,2.714139026,17.13986608,3.877341466,United States,,,2021.0,2
2011,CONSOL Energy,Investor-owned Company,Metallurgical Coal,4.635405998,Million tonnes/yr,13.75147459,2.966617076,3.476554499,3.955489434,United States,,,2021.0,2
2012,CONSOL Energy,Investor-owned Company,Oil & NGL,4.07926,Million bbl/yr,1.626718724,0.398777897,0.55477936,2.932190418,United States,,,2021.0,2
2012,CONSOL Energy,Investor-owned Company,Natural Gas,155.052,Bcf/yr,11.30180081,0.07289039,3.6902376,3.062621444,United States,,,2021.0,2
2012,CONSOL Energy,Investor-owned Company,Bituminous Coal,21.12925191,Million tonnes/yr,57.34772722,2.714139026,14.79047634,3.877341466,United States,,,2021.0,2
2012,CONSOL Energy,Investor-owned Company,Metallurgical Coal,4.000023244,Million tonnes/yr,11.86653726,2.966617076,3.000017433,3.955489434,United States,,,2021.0,2
2013,CONSOL Energy,Investor-owned Company,Oil & NGL,6.526248,Million bbl/yr,2.602523452,0.398777897,0.887569728,2.932190418,United States,,,2021.0,2
2013,CONSOL Energy,Investor-owned Company,Natural Gas,168.737,Bcf/yr,12.2993058,0.07289039,4.0159406,3.062621444,United States,,,2021.0,2
2013,CONSOL Energy,Investor-owned Company,Bituminous Coal,22.27343523,Million tonnes/yr,60.45319981,2.714139026,15.59140466,3.877341466,United States,,,2021.0,2
2013,CONSOL Energy,Investor-owned Company,Metallurgical Coal,4.216631002,Million tonnes/yr,12.50912953,2.966617076,3.162473251,3.955489434,United States,,,2021.0,2
2014,CONSOL Energy,Investor-owned Company,Oil & NGL,26.44285,Million bbl/yr,10.54482411,0.398777897,3.5962276,2.932190418,United States,,,2021.0,2
2014,CONSOL Energy,Investor-owned Company,Natural Gas,216.257,Bcf/yr,15.76305715,0.07289039,5.1469166,3.062621444,United States,,,2021.0,2
2014,CONSOL Energy,Investor-owned Company,Bituminous Coal,24.71435964,Million tonnes/yr,67.07820799,2.714139026,17.30005174,3.877341466,United States,,,2021.0,2
2014,CONSOL Energy,Investor-owned Company,Metallurgical Coal,4.67872755,Million tonnes/yr,13.87999304,2.966617076,3.509045662,3.955489434,United States,,,2021.0,2
2015,CONSOL Energy,Investor-owned Company,Oil & NGL,54.64788,Million bbl/yr,21.79236666,0.398777897,7.43211168,2.932190418,United States,,,2021.0,2
2015,CONSOL Energy,Investor-owned Company,Natural Gas,287.287,Bcf/yr,20.94046158,0.07289039,6.8374306,3.062621444,United States,,,2021.0,2
2015,CONSOL Energy,Investor-owned Company,Bituminous Coal,22.27343523,Million tonnes/yr,60.45319981,2.714139026,15.59140466,3.877341466,United States,,,2021.0,2
